-4020,2428,16952,-336,97,258
-4096,2392,16720,-319,96,254
-4024,2356,16804,-313,112,270
-4032,2392,16856,-333,88,243
-4088,2316,16792,-312,141,270
-4104,2392,16896,-315,105,274
-4116,2404,17044,-307,121,280
-4076,2292,16884,-278,114,266
-4128,2400,16780,-277,119,263
-4084,2356,16904,-292,115,244
-4020,2424,16888,-282,112,294
-4060,2384,16980,-319,108,272
-4148,2472,16828,-321,116,236
-4080,2380,16976,-300,91,259
-4084,2352,16772,-343,111,252
-4192,2488,16768,-327,98,248
-4168,2388,16788,-307,88,236
-4084,2340,16832,-310,81,258
-4060,2356,16832,-329,105,238
-4076,2484,16964,-301,110,279
-4052,2396,16892,-292,92,295
-4116,2552,16856,-326,74,279
-4000,2408,16828,-286,50,268
-4032,2388,16920,-297,92,288
-3924,2416,16740,-344,60,248
-4072,2392,16924,-312,80,262
-4020,2392,16868,-284,76,289
-4048,2372,16912,-280,82,249
-4068,2468,17032,-282,68,276
-3976,2404,16904,-309,71,259
-4140,2484,16904,-306,79,210
-3964,2488,16788,-355,51,220
-4076,2448,16824,-346,70,256
-4028,2540,17032,-222,110,308
-4004,2372,16920,-175,153,330
-3820,2460,16828,-202,352,245
-3452,3020,16024,-432,690,-5
-3404,2756,16884,-975,1590,-1079
-1848,-604,17600,-916,3912,-3934
-4112,4168,16820,-4517,5802,-9370
-2496,3204,21284,-1646,5966,-12644
-1552,16212,21232,-723,2895,-6932
3472,12324,17156,-24,1311,3187
3732,6740,19928,2590,672,9137
1544,1844,23448,4430,-4500,10908
992,-2176,21164,2879,-8426,9172
-168,-2416,19024,2761,-9434,6303
-1224,-1560,18820,2308,-8960,3153
-6600,1368,22452,4307,-9529,1910
-8824,6100,18604,2940,-12252,3566
-7468,5780,12368,2,-10695,6265
-8248,1804,13164,726,-7962,6543
-8360,-2060,13072,4110,-5889,2150
-8132,-1108,9696,4340,-3979,-1316
-9724,540,11064,-259,-1160,-2112
1600,8976,22936,-2427,11002,-4567
-2868,8856,16644,-2498,16649,-1895
-5164,-868,23580,-1817,12359,-1807
-5176,5592,19528,897,8714,-1670
-8520,6600,22704,-2283,5564,-1406
-4536,3644,18184,-4034,3321,-1104
-5120,2700,19392,-3653,1652,-890
-4068,2784,17564,-2886,1127,-399
-4044,3096,17096,-2404,967,-130
-3532,3252,16536,-2938,945,-202
-4088,3000,17084,-1043,511,124
-3612,2800,16672,-791,653,117
-3808,2944,16800,-925,814,-84
-4308,2796,17244,-623,1052,-76
-3712,2864,16412,-747,1003,-101
-4164,2788,16716,-658,1178,-115
-3876,2476,19204,-309,1327,-50
-4412,2792,17052,-576,963,-92
-4544,2740,16848,-624,537,16
-4504,2540,16808,-780,339,20
-4588,2580,16904,-642,92,97
-4628,2572,16928,-319,-177,351
-4320,3032,16440,-750,-214,132
-4268,2600,16724,-676,72,112
-4084,2584,16636,-760,112,76
-4160,2780,16452,-1179,395,-186
-4200,2432,16600,-1328,740,-389
-3876,2436,16612,-1282,1455,-673
-3976,2324,16752,-1560,2368,-995
-3292,2084,17044,-961,5315,-1322
-3400,1208,16824,-284,9972,-2246
-4468,2432,17552,110,15732,-3940
-4972,2576,18132,2051,21961,-6024
-4140,-756,21044,4200,27609,-8112
-1848,-2932,32680,9295,22189,-14197
-1264,9140,27880,3341,8052,-13697
1232,8784,23068,-243,-4431,-7845
1184,7172,18716,-992,-9800,-2539
-1532,7092,18412,-455,-14513,2609
-3436,6932,17712,-18,-17680,7411
-6172,6488,19672,546,-19880,11091
-8516,3536,20760,1371,-23378,11848
-8576,3844,17812,2402,-22920,9625
-9180,4992,18124,4430,-17869,9126
-13984,4424,24520,8577,-15849,9789
-14832,1592,18556,6503,-19580,9634
-13872,-3244,12664,5350,-15596,6920
-19444,-8888,8156,7129,-10510,-702
-16716,-3300,-980,8405,-1844,-12248
-8972,4256,19096,-19300,11679,-11092
9200,2060,2976,-12996,22666,-2689
-4304,-8268,25828,-6694,18156,-5521
-12152,10748,25064,-3617,14959,-4013
-2928,-564,19316,-7552,5701,-2112
-4548,1544,18540,-4152,2071,-957
-4824,2040,18624,-2464,962,-406
-4260,2428,17448,-1374,552,-48
-4092,2524,17100,-1326,373,-1
-4232,2344,17176,-1392,378,17
-4088,2336,16780,-1108,502,66
-4348,2380,16912,-1169,514,-22
-4048,2116,17464,-937,389,1
-4220,2312,16980,-1058,350,-10
-4308,2112,16752,-1123,314,-18
-4160,2000,16912,-1024,249,-47
-4328,2104,17000,-864,93,5
-4088,1904,16968,-676,-7,14
-4148,1984,17048,-671,0,75
-3884,1960,16628,-959,17,-105
-3932,2080,16584,-1090,75,-374
-3876,1936,16792,-1282,467,-656
-3900,1552,16828,-1089,842,-954
-3928,1708,16544,-1020,1531,-1339
-4040,1816,16972,-1314,2337,-2300
-3588,1612,17276,-2415,5383,-3093
-4080,3396,17204,-4650,10026,-3836
-4588,1104,15996,-7632,14973,-5077
-6640,4740,17840,-10649,21185,-8419
-7032,-28,17148,-11246,28262,-11797
-6100,-3996,15504,-8065,32767,-15054
-9312,16512,32767,10028,18848,-5937
404,8432,20528,3009,5085,3163
996,3968,18624,2480,-1772,6474
-1392,-612,22344,4469,-9095,5967
-2740,1580,18476,5959,-17022,5540
-5596,1836,17976,7943,-20845,6347
-8984,2692,18116,9070,-23006,7269
-12232,4220,20300,10043,-24045,10279
-11940,3536,19132,8297,-22773,13761
-10012,840,16832,10462,-17035,14691
-18580,1956,28208,12873,-13879,14377
-18584,1000,17384,4453,-22030,13178
-16152,-6020,4912,3899,-13419,9248
-20924,-10128,-2732,8676,-5549,1161
-14068,-148,-7276,-16733,15129,-10275
6260,4752,1416,-21112,18407,-8599
-8792,-8660,30088,-10725,19909,-4571
-32768,23116,32767,-12032,11802,-4788
-7768,8720,18176,-4065,2720,-390
-5700,2920,18488,-4257,1474,-852
-4720,1752,17880,-2820,1190,-496
-5636,1508,19040,-1519,655,-171
-4380,1848,17032,-1237,436,-84
-4340,1852,17224,-1132,163,-40
-4264,1952,16948,-1054,208,-136
-4200,1528,16960,-979,132,-143
-4232,1696,16884,-752,116,-76
-4404,1484,17292,-692,37,-54
-4172,1504,17032,-457,-31,138
-4224,1528,16976,-324,34,198
-4276,1460,17120,-225,53,294
-4336,1448,17064,-82,-16,393
