-3976,2280,16788,-322,124,244
-4168,2340,16928,-336,124,217
-4272,2424,16964,-325,102,281
-4184,2472,17012,-360,126,253
-4100,2332,16992,-348,119,258
-4048,2300,16864,-338,124,215
-4064,2328,16872,-359,119,231
-4104,2416,16868,-360,130,258
-4148,2340,16816,-386,120,236
-4144,2380,16904,-361,124,240
-4028,2404,16792,-331,137,255
-4128,2440,16816,-297,96,259
-4168,2352,16924,-320,129,247
-4060,2344,16732,-331,117,251
-4156,2408,16756,-316,92,239
-4172,2360,16760,-315,115,262
-4164,2292,16864,-338,75,270
-4112,2380,16948,-311,51,288
-4096,2312,16848,-215,48,308
-4128,2368,17072,-153,28,362
-4060,2364,16652,-265,33,308
-4192,2400,16800,-258,12,308
-4152,2360,16976,-257,-19,328
-4008,2428,16724,-299,6,302
-4028,2416,16840,-310,-2,281
-3956,2312,16748,-393,42,242
-4036,2412,16860,-396,53,233
-3928,2292,16868,-390,91,189
-4056,2316,16828,-426,103,214
-4084,2352,17004,-412,119,193
-4000,2456,16904,-367,90,225
-3996,2216,16996,-364,103,215
-4068,2372,16696,-385,114,238
-4208,2380,17100,-229,163,212
-4160,2260,16768,-200,71,245
-4388,2364,17252,-97,-26,335
-3928,2684,16776,-501,21,179
-3456,3648,15808,-1180,206,-278
-1516,1032,16020,-3133,1947,-2719
-2652,2876,18500,-6003,5488,-8673
-1692,4184,24096,100,6249,-12356
1364,10972,21204,29,2613,-9551
3752,9816,18248,4152,1632,-2731
4688,6504,18948,5406,104,3002
2408,5520,20484,4423,-2710,7056
2756,2600,16576,1336,-4836,8897
280,2060,17948,2054,-2970,9502
-1956,2828,16852,384,-1467,9597
-6544,2820,20368,2413,-894,10211
-11284,4520,23116,4592,-5924,11196
-13388,3172,21372,631,-12395,9871
-9348,-2544,10596,-24,-14366,5184
-10212,-4040,6200,5912,-7637,-1367
-13808,-272,8892,7397,-3148,-5922
-10424,4308,-5256,-16716,6290,-10598
-3728,8376,15124,-9689,13261,-2825
-7852,-3872,24984,-7535,14835,-2696
-11096,12136,28448,-6255,8603,-2975
-5492,1480,19416,-1074,3233,-286
-4464,2276,17368,-2513,1291,-361
-4212,2136,17324,-2751,795,-473
-4088,1536,17600,-1735,899,-91
-4628,2552,17336,-1927,856,-169
-4252,1944,17232,-2013,756,-291
-4084,1596,16904,-1008,616,-13
-4236,1980,17008,-809,846,-66
-4264,1796,17000,-873,896,-353
-4232,1672,16712,-632,1156,-473
-4848,1604,17312,-473,1015,-364
-4628,1624,16916,-195,727,-106
-4660,1952,16812,-240,583,-139
-4472,1700,16688,-370,519,-282
-4688,1728,16788,-283,779,-277
-4684,1660,16812,-284,1078,-184
-3964,1660,16652,-524,1899,-495
-4484,1524,16576,-630,2557,-594
-4092,1816,16480,-749,4200,-1103
-4464,1352,17020,-1028,7823,-1567
-5496,1916,16748,-2374,11875,-1215
-6040,1076,16628,-3583,16378,-1553
-6924,2000,16360,-3462,21782,-2650
-7636,536,16036,-1735,28377,-4490
-10740,-4364,20012,-6812,32767,-7336
-5588,10236,32767,13150,15510,-6801
556,3952,26508,3683,-376,-5875
-1292,7268,23192,-508,-11472,-3217
-540,2032,19296,-605,-17490,-769
-4172,4960,19584,229,-22430,907
-5740,5304,18104,1501,-26094,4306
-7948,5144,17272,3313,-27180,7704
-10940,1332,22708,4870,-26696,8326
-11892,4044,20360,5031,-28826,7644
-10568,6996,15884,4830,-21642,9902
-18404,6084,23904,12170,-19371,15175
-16064,-1564,15112,4140,-17934,13798
-21672,-2868,13172,4437,-15593,10938
-24036,-11448,-640,8608,-7642,-195
-22348,3656,4744,2235,4703,-5433
17964,6784,-5852,-1069,19860,4666
-24604,-2328,32767,-6290,31360,-1040
-9528,-148,26864,-2094,19582,-6422
-23992,13556,32767,-10334,10563,-3683
-6672,6244,19000,-5623,3648,-1355
-4988,2844,18384,-4084,2062,-778
-3460,1972,16388,-3655,1909,-652
-4036,1752,17288,-2240,968,-507
-4156,1472,17096,-1548,461,-160
-3972,1344,17056,-1150,922,-340
-4480,1356,17160,-856,724,-343
-4288,1368,17068,-660,339,-148
-4132,1356,16876,-478,514,-203
-4288,1372,17020,-476,524,-263
-4340,1248,16720,-438,383,-303
-4532,1260,16920,-331,381,-169
-4644,1248,16888,-285,46,-76
-4544,1308,17032,-139,-211,176
-4224,1340,16704,-62,-408,305
-4184,1260,16816,222,-434,417
-3652,1720,16532,28,-86,98
-3952,1552,16796,-60,545,-391
-3676,1652,16800,-56,1250,-933
-3808,1740,16732,-756,2244,-1848
-2900,648,16804,-250,5624,-2150
-4084,2844,17620,-331,9662,-1288
-5232,2116,17696,-3110,13451,-1727
-4012,2068,16632,-6218,18458,-2927
-6152,1180,16912,-9106,25864,-4826
-6824,-1760,17392,-7421,32767,-7514
-8508,2020,13824,4286,32767,-9991
-10380,9768,32767,10894,18909,-7566
-2636,9944,30084,1404,3191,3681
-288,3300,23748,845,-10573,8700
732,-7052,19412,1283,-19619,4985
-1752,-4988,17256,4067,-23791,-3220
-7672,4976,18948,6230,-27992,-1371
-9368,4400,17112,5749,-31296,4054
-10760,6276,18520,7040,-28137,7855
-11760,6368,20828,6576,-26222,13740
-12328,1512,23360,7031,-21745,15315
-21200,292,30804,9031,-24980,12497
-19076,-2956,12344,8541,-25223,7195
-29808,-12504,4392,14283,-16491,958
-23180,-6116,-14236,2717,548,-9578
-5240,10008,21248,-12689,15875,-5206
-27804,-5108,32767,-10253,32767,-1208
-12192,1748,28148,-4641,21505,-5818
-25660,9852,32767,-9637,6168,-2514
-8196,5428,20756,-5146,2592,-1069
-5148,2040,18916,-2605,566,-236
-4200,1620,17392,-1325,376,87
-4000,2240,17300,-1279,489,13
-3976,2084,17100,-1533,79,-36
-3876,1900,16676,-1718,152,-283
-4044,1620,17112,-1334,174,-176
-3428,1644,16456,-1740,519,-371
-4136,1444,17156,-1297,254,-251
-3924,1224,17132,-1071,637,-238
-4152,1128,16992,-695,397,62
-4176,1100,17048,-472,285,107
-4032,1132,17076,-190,357,94
-3892,1184,16852,80,560,-55
-3924,1572,16812,-87,728,-588
-4184,1428,17100,10,789,-1211
-3988,1292,16888,-183,803,-1167
-4056,1232,16864,-233,1174,-1452
-4248,1880,16912,-232,2362,-1605
-4016,1396,17304,-427,5544,-2471
-4536,1096,17828,-1997,9826,-2949
-5288,924,16364,-5187,14073,-2727
-5076,1500,16068,-6801,18862,-2386
-6564,-16,17504,-10124,24926,-2271
-6440,-1228,17652,-7840,32767,-4300
5020,5716,27836,-2789,32767,-4726
4364,7916,20196,2149,8346,-1244
1460,3032,24736,4276,-2800,-140
832,2720,20912,3722,-10656,46
-776,3528,17304,2863,-16815,2540
-2164,2592,17520,3093,-21007,4094
-5056,3468,19512,5195,-25319,5374
-6712,192,19120,5328,-28050,5092
-10032,3680,21420,6441,-27962,5129
-9220,4768,19100,7163,-25427,8950
-7872,2252,18564,9088,-17428,12393
-16428,-304,32048,14224,-14939,12689
-23696,2196,25400,10010,-22713,10313
-25752,-8800,1852,5372,-21264,4037
-29208,-10936,-11880,5862,-6710,-5880
-21424,5376,10028,-8384,4137,-6785
15852,4212,-20860,-15369,24083,-7504
-2444,-6316,24880,-7284,21069,-4751
-9840,7984,23660,-2600,15564,-3953
-5928,1980,20904,-2960,9302,-1847
-5540,-644,22592,-6593,4332,-1680
-5392,2092,19824,-2809,1167,-547
-4168,2528,17668,-662,-89,242
-3788,2496,17356,-184,-303,393
-3476,2644,16916,-27,-476,338
-3060,3076,16160,-584,-338,136
-2916,2704,16052,-916,-266,62
-3180,2336,16428,-1218,215,20
-3232,2388,16748,-1447,673,-68
-3196,2056,16316,-1683,624,-149
-3420,1764,16608,-1921,937,-234
-3936,2164,17592,-1444,1220,-162
-4112,2060,17204,-1448,1528,-112
-3284,1940,16544,-1449,1527,-211
-3796,2060,16648,-998,1703,-254
-4072,2364,16516,-790,1698,-663
-3704,1780,16508,-777,2024,-1338
-3876,1704,17180,-568,2536,-2181
-3936,1936,16720,-939,3416,-3204
-3836,1912,18520,-1480,9627,-4159
-4876,448,18400,-2863,17638,-5109
-4148,1864,18408,-5308,28433,-4559
-7116,2640,17280,-8190,32767,-4396
-8192,2848,14220,1314,32767,-7169
-13660,3176,32767,5037,21359,-9227
-1836,13868,27236,-6219,-2158,-2986
904,7748,19524,-2077,-13461,7611
536,-432,16628,340,-18924,8285
