-4056,1924,16956,-300,100,267
-4156,2040,16956,-315,116,256
-4120,2104,16964,-358,125,241
-4064,2088,16916,-384,128,213
-4064,2096,16996,-365,168,230
-4124,2124,17072,-303,135,287
-4060,2072,16864,-324,126,265
-4000,2024,16916,-312,133,251
-4108,2116,17020,-287,120,251
-4076,2020,16860,-364,157,218
-4100,2108,16900,-391,110,211
-4064,2088,16912,-308,116,265
-4012,2136,16812,-293,98,256
-4144,2084,17020,-283,76,277
-4128,2040,16864,-164,48,369
-4064,2212,16972,-80,80,409
-4128,2232,16900,-222,100,296
-4216,2244,16964,-352,59,232
-4036,2180,16876,-351,48,257
-3992,2092,16956,-300,83,267
-4092,2248,16888,-331,130,256
-4092,2156,17056,-323,122,254
-4116,2132,17004,-192,79,316
-4016,2132,16756,-104,152,377
-3876,2204,16704,-252,456,179
-3656,1956,16904,-679,998,-441
-2832,1964,16644,-811,1706,-1761
-3516,2464,17240,203,4137,-4820
-3704,1756,17268,-2022,5321,-7332
-1844,3256,20240,781,4463,-9276
-304,9356,21184,2678,1269,-6495
2528,8908,18772,2930,-1558,-862
2944,5004,18412,4214,-2469,3158
1508,2260,18000,5235,-2237,5073
-5188,2204,23640,7518,-4312,6586
-8172,3236,21068,5572,-10118,7273
-8140,1296,14276,1012,-12105,6050
-10436,888,10500,1207,-8666,4721
-12532,-824,6720,1290,-4220,2511
-15380,-7040,-4940,-10927,6175,-4364
4932,5872,21448,-5856,8194,-1233
-8544,1628,25208,-2714,11923,-3005
4456,-836,7780,-5077,-608,-214
-4004,4860,16112,-309,261,593
-3792,3672,16292,-830,298,198
-3908,2700,16464,-1444,315,-33
-3532,2220,16536,-1586,594,76
-4360,2664,16784,-1135,737,324
-4176,2656,16900,-2026,798,-82
-4728,1980,17964,-1332,783,-6
-4468,2160,17164,-17,708,473
-3584,2456,16212,-338,1304,138
-4416,2364,16604,-635,1376,-114
-5168,2392,17332,-1003,1500,-418
-5056,2168,17184,-1341,1109,-553
-4768,1872,17068,-873,683,-225
-4884,2012,16756,-702,327,-6
-4592,2212,16636,-589,80,81
-4660,2028,16760,-667,-107,37
-4684,1952,16720,-630,-139,23
-4540,1836,16696,-463,-72,145
-4516,1936,16740,-242,56,289
-4484,2060,16608,-297,80,222
-4596,2120,16916,-374,156,216
-4672,1904,16928,-393,0,38
-4436,2064,16596,-342,-381,45
-4372,1912,16672,-428,253,-110
-4380,1984,16760,-619,1057,-505
-3776,1708,16820,-730,2128,-983
-3828,2180,16340,-842,3614,-1298
-3980,2060,16588,-1287,6535,-1807
-4228,1384,17036,-1522,10218,-1672
-4364,1676,16692,-2080,14258,-1972
-5864,1680,17208,-1731,18765,-4038
-7616,116,17060,-1738,24890,-6266
-7664,468,15416,-765,31874,-8709
1328,-4772,31432,1387,29737,-10706
-980,13952,25236,3666,5665,-7399
1952,7552,23612,-1718,-2939,-1388
1684,5748,22028,-678,-12393,2818
124,2392,19828,1927,-19501,4439
-3800,3164,19380,3521,-24639,5174
-6396,3140,19132,4484,-27332,6425
-9776,6120,21648,5353,-28248,8565
-9848,6252,19372,4567,-25897,11036
-11676,4468,20832,7491,-18303,11735
-22908,4780,25388,14339,-17911,12925
-29668,724,15100,14347,-19935,14331
-32768,-18180,-7396,9978,-14911,7015
-15384,3656,-8096,-20109,20178,-10542
1276,7400,10396,-16959,18765,-1397
-9108,-8464,27032,-12358,21312,-2879
2284,-2516,9180,-7014,-2386,-541
-1520,3040,14496,-916,633,754
-3336,3648,15344,-2682,1118,-313
-3476,2480,16252,-3072,1074,-710
-4736,1592,18100,-2029,550,-267
-4156,1488,17272,-1174,376,-27
-4216,2060,17212,-688,212,111
-4292,1936,17068,-540,123,139
-4220,2008,16852,-647,210,130
-4096,2000,16856,-926,137,-54
-4296,1656,17048,-972,90,-123
-4184,1680,16984,-687,32,25
-4248,1588,17004,-399,18,83
-4172,1568,16956,-214,-41,153
-4212,1388,17120,161,87,474
-4060,1820,16836,375,87,665
-3936,2052,16508,72,140,441
-4136,2148,16808,-469,171,64
-3768,2296,16532,-842,406,-272
-3936,1860,16728,-862,860,-539
-3920,1632,16972,-530,1580,-1077
-3988,1408,16868,-332,2239,-1537
-3880,1044,17400,137,4339,-1898
-4644,944,17348,1025,6624,-1274
-4144,2572,17016,-13,10213,-75
-5524,2728,16720,-1092,14043,-1543
-5916,1832,16104,-568,17377,-2834
-7268,2300,16448,-1410,20644,-5018
-8200,676,15564,3985,26139,-7879
-10096,-188,16004,-6718,28451,-10914
432,-10600,21452,12747,27980,-13933
-12980,4692,30280,22168,15231,-19409
-5304,13976,22656,6010,-8830,-14682
